1.890000000000000000e+03,1.020000000000000000e+02
1.892000000000000000e+03,1.000000000000000000e+02
1.893000000000000000e+03,9.900000000000000000e+01
1.894000000000000000e+03,9.800000000000000000e+01
1.896000000000000000e+03,9.600000000000000000e+01
1.896000000000000000e+03,9.600000000000000000e+01
1.897000000000000000e+03,9.500000000000000000e+01
1.898000000000000000e+03,9.400000000000000000e+01
1.898000000000000000e+03,9.400000000000000000e+01
1.898000000000000000e+03,9.400000000000000000e+01
1.900000000000000000e+03,9.200000000000000000e+01
1.901000000000000000e+03,9.100000000000000000e+01
1.901000000000000000e+03,9.100000000000000000e+01
1.901000000000000000e+03,9.100000000000000000e+01
1.901000000000000000e+03,9.100000000000000000e+01
1.902000000000000000e+03,9.000000000000000000e+01
1.902000000000000000e+03,9.000000000000000000e+01
1.902000000000000000e+03,9.000000000000000000e+01
1.902000000000000000e+03,9.000000000000000000e+01
1.902000000000000000e+03,9.000000000000000000e+01
1.902000000000000000e+03,9.000000000000000000e+01
1.902000000000000000e+03,9.000000000000000000e+01
1.902000000000000000e+03,9.000000000000000000e+01
1.903000000000000000e+03,8.900000000000000000e+01
1.903000000000000000e+03,8.900000000000000000e+01
1.903000000000000000e+03,8.900000000000000000e+01
1.903000000000000000e+03,8.900000000000000000e+01
1.903000000000000000e+03,8.900000000000000000e+01
1.904000000000000000e+03,8.800000000000000000e+01
1.904000000000000000e+03,8.800000000000000000e+01
1.904000000000000000e+03,8.800000000000000000e+01
1.904000000000000000e+03,8.800000000000000000e+01
1.904000000000000000e+03,8.800000000000000000e+01
1.904000000000000000e+03,8.800000000000000000e+01
1.905000000000000000e+03,8.700000000000000000e+01
1.905000000000000000e+03,8.700000000000000000e+01
1.905000000000000000e+03,8.700000000000000000e+01
1.905000000000000000e+03,8.700000000000000000e+01
1.905000000000000000e+03,8.700000000000000000e+01
1.905000000000000000e+03,8.700000000000000000e+01
1.905000000000000000e+03,8.700000000000000000e+01
1.905000000000000000e+03,8.700000000000000000e+01
1.905000000000000000e+03,8.700000000000000000e+01
1.906000000000000000e+03,8.600000000000000000e+01
1.906000000000000000e+03,8.600000000000000000e+01
1.906000000000000000e+03,8.600000000000000000e+01
1.906000000000000000e+03,8.600000000000000000e+01
1.906000000000000000e+03,8.600000000000000000e+01
1.906000000000000000e+03,8.600000000000000000e+01
1.906000000000000000e+03,8.600000000000000000e+01
1.906000000000000000e+03,8.600000000000000000e+01
1.906000000000000000e+03,8.600000000000000000e+01
1.906000000000000000e+03,8.600000000000000000e+01
1.907000000000000000e+03,8.500000000000000000e+01
1.907000000000000000e+03,8.500000000000000000e+01
1.907000000000000000e+03,8.500000000000000000e+01
1.907000000000000000e+03,8.500000000000000000e+01
1.907000000000000000e+03,8.500000000000000000e+01
1.907000000000000000e+03,8.500000000000000000e+01
1.907000000000000000e+03,8.500000000000000000e+01
1.907000000000000000e+03,8.500000000000000000e+01
1.907000000000000000e+03,8.500000000000000000e+01
1.908000000000000000e+03,8.400000000000000000e+01
1.908000000000000000e+03,8.400000000000000000e+01
1.908000000000000000e+03,8.400000000000000000e+01
1.908000000000000000e+03,8.400000000000000000e+01
1.908000000000000000e+03,8.400000000000000000e+01
1.908000000000000000e+03,8.400000000000000000e+01
1.908000000000000000e+03,8.400000000000000000e+01
1.908000000000000000e+03,8.400000000000000000e+01
1.908000000000000000e+03,8.400000000000000000e+01
1.908000000000000000e+03,8.400000000000000000e+01
1.908000000000000000e+03,8.400000000000000000e+01
1.908000000000000000e+03,8.400000000000000000e+01
1.908000000000000000e+03,8.400000000000000000e+01
1.908000000000000000e+03,8.400000000000000000e+01
1.908000000000000000e+03,8.400000000000000000e+01
1.908000000000000000e+03,8.400000000000000000e+01
1.908000000000000000e+03,8.400000000000000000e+01
1.908000000000000000e+03,8.400000000000000000e+01
1.909000000000000000e+03,8.300000000000000000e+01
1.909000000000000000e+03,8.300000000000000000e+01
1.909000000000000000e+03,8.300000000000000000e+01
1.909000000000000000e+03,8.300000000000000000e+01
1.909000000000000000e+03,8.300000000000000000e+01
1.909000000000000000e+03,8.300000000000000000e+01
1.909000000000000000e+03,8.300000000000000000e+01
1.909000000000000000e+03,8.300000000000000000e+01
1.909000000000000000e+03,8.300000000000000000e+01
1.909000000000000000e+03,8.300000000000000000e+01
1.909000000000000000e+03,8.300000000000000000e+01
1.909000000000000000e+03,8.300000000000000000e+01
1.909000000000000000e+03,8.300000000000000000e+01
1.909000000000000000e+03,8.300000000000000000e+01
1.909000000000000000e+03,8.300000000000000000e+01
1.909000000000000000e+03,8.300000000000000000e+01
1.909000000000000000e+03,8.300000000000000000e+01
1.909000000000000000e+03,8.300000000000000000e+01
1.909000000000000000e+03,8.300000000000000000e+01
1.909000000000000000e+03,8.300000000000000000e+01
1.909000000000000000e+03,8.300000000000000000e+01
1.909000000000000000e+03,8.300000000000000000e+01
1.909000000000000000e+03,8.300000000000000000e+01
1.909000000000000000e+03,8.300000000000000000e+01
1.910000000000000000e+03,8.200000000000000000e+01
1.910000000000000000e+03,8.200000000000000000e+01
1.910000000000000000e+03,8.200000000000000000e+01
1.910000000000000000e+03,8.200000000000000000e+01
1.910000000000000000e+03,8.200000000000000000e+01
1.910000000000000000e+03,8.200000000000000000e+01
1.910000000000000000e+03,8.200000000000000000e+01
1.910000000000000000e+03,8.200000000000000000e+01
1.910000000000000000e+03,8.200000000000000000e+01
1.910000000000000000e+03,8.200000000000000000e+01
1.910000000000000000e+03,8.200000000000000000e+01
1.910000000000000000e+03,8.200000000000000000e+01
1.910000000000000000e+03,8.200000000000000000e+01
1.910000000000000000e+03,8.200000000000000000e+01
1.910000000000000000e+03,8.200000000000000000e+01
1.910000000000000000e+03,8.200000000000000000e+01
1.910000000000000000e+03,8.200000000000000000e+01
1.910000000000000000e+03,8.200000000000000000e+01
1.910000000000000000e+03,8.200000000000000000e+01
1.910000000000000000e+03,8.200000000000000000e+01
1.910000000000000000e+03,8.200000000000000000e+01
1.910000000000000000e+03,8.200000000000000000e+01
1.910000000000000000e+03,8.200000000000000000e+01
1.910000000000000000e+03,8.200000000000000000e+01
1.910000000000000000e+03,8.200000000000000000e+01
1.910000000000000000e+03,8.200000000000000000e+01
1.910000000000000000e+03,8.200000000000000000e+01
1.910000000000000000e+03,8.200000000000000000e+01
1.910000000000000000e+03,8.200000000000000000e+01
1.910000000000000000e+03,8.200000000000000000e+01
1.910000000000000000e+03,8.200000000000000000e+01
1.910000000000000000e+03,8.200000000000000000e+01
1.910000000000000000e+03,8.200000000000000000e+01
1.910000000000000000e+03,8.200000000000000000e+01
1.910000000000000000e+03,8.200000000000000000e+01
1.911000000000000000e+03,8.100000000000000000e+01
1.911000000000000000e+03,8.100000000000000000e+01
1.911000000000000000e+03,8.100000000000000000e+01
1.911000000000000000e+03,8.100000000000000000e+01
1.911000000000000000e+03,8.100000000000000000e+01
1.911000000000000000e+03,8.100000000000000000e+01
1.911000000000000000e+03,8.100000000000000000e+01
1.911000000000000000e+03,8.100000000000000000e+01
1.911000000000000000e+03,8.100000000000000000e+01
1.911000000000000000e+03,8.100000000000000000e+01
1.911000000000000000e+03,8.100000000000000000e+01
1.911000000000000000e+03,8.100000000000000000e+01
1.911000000000000000e+03,8.100000000000000000e+01
1.911000000000000000e+03,8.100000000000000000e+01
